trade_id,entry_index,exit_index,side,quantity,entry_price,exit_price,entry_fee,exit_fee,funding_paid,gross_pnl,net_pnl,balance_after,reason_code,equity_before,entry_leverage,exit_epoch_upper_bound,signal_available_utc,entry_utc_simulated,exit_bar_open_utc,exit_utc_upper_bound,initial_stop,initial_target,forecast_expires_utc,planned_price_RR,realized_net_R,exit_reason,intrabar_precision
1,832326.0,832332.0,-1.0,319.0,1.1931,1.1799,0.19029945,0.18819405,0.0,4.210800000000032,3.8323065000000316,10003.8323065,2.0,10000.0,0.03805989,1630455180.0,2021-09-01 00:05:00+00:00,2021-09-01 00:06:00+00:00,2021-09-01 00:12:00+00:00,2021-09-01 00:13:00+00:00,1.3476500597504635,1.17963162812594,2021-09-02 00:00:00+00:00,0.08714569179595312,0.07773209547377141,target,minute interval; not exact exchange fill
2,835206.0,835231.0,-1.0,315.0,1.2537,1.2471,0.19745775000000002,0.19641825000000004,0.0,2.078999999999981,1.685123999999981,10005.5174305,2.0,10003.8323065,0.03947642142535748,1630629120.0,2021-09-03 00:05:00+00:00,2021-09-03 00:06:00+00:00,2021-09-03 00:31:00+00:00,2021-09-03 00:32:00+00:00,1.410322500295489,1.2467984284020834,2021-09-04 00:00:00+00:00,0.04406500716624931,0.034156012002791544,target,minute interval; not exact exchange fill
3,836646.0,836652.0,-1.0,367.0,1.2939,1.2859,0.23743065000000002,0.23596265,0.0,2.9360000000000026,2.462606700000003,10007.980037199999,2.0,10005.5174305,0.04745994430557601,1630714380.0,2021-09-04 00:05:00+00:00,2021-09-04 00:06:00+00:00,2021-09-04 00:12:00+00:00,2021-09-04 00:13:00+00:00,1.427871872311146,1.2856030965585585,2021-09-05 00:00:00+00:00,0.061930189511513155,0.05008588656890592,target,minute interval; not exact exchange fill
4,838086.0,838091.0,-1.0,369.0,1.2551,1.2495,0.23156595000000002,0.23053275000000004,0.0,2.0664000000000184,1.6043013000000184,10009.584338499999,2.0,10007.980037199999,0.046276261371278035,1630800720.0,2021-09-05 00:05:00+00:00,2021-09-05 00:06:00+00:00,2021-09-05 00:11:00+00:00,2021-09-05 00:12:00+00:00,1.3884003006578463,1.249247400819706,2021-09-06 00:00:00+00:00,0.043905371191295416,0.032615830411063224,target,minute interval; not exact exchange fill
5,839526.0,840960.0,-1.0,391.0,1.3158,1.3909,0.2572389,0.27192095,-1.0303554913338482,-29.36409999999998,-28.862904358666132,9980.721434141333,4.0,10009.584338499999,0.051398517920585085,1630972800.0,2021-09-06 00:05:00+00:00,2021-09-06 00:06:00+00:00,2021-09-07 00:00:00+00:00,2021-09-07 00:00:00+00:00,1.4414669363007493,1.3026493358554256,2021-09-07 00:00:00+00:00,0.10464697025080605,-0.5874112307361038,timeout,minute interval; not exact exchange fill
6,843846.0,843919.0,-1.0,362.0,1.1062,1.0958,0.20022220000000002,0.19833980000000004,0.0,3.7647999999999873,3.366237999999987,9984.087672141333,2.0,9980.721434141333,0.040121789055266956,1631150400.0,2021-09-09 00:05:00+00:00,2021-09-09 00:06:00+00:00,2021-09-09 01:19:00+00:00,2021-09-09 01:20:00+00:00,1.2419523042453668,1.0954958083983382,2021-09-10 00:00:00+00:00,0.07885090172992221,0.06849975808287129,target,minute interval; not exact exchange fill
7,845286.0,845380.0,-1.0,364.0,1.0921,1.2276,0.1987622,0.22342320000000002,0.0,-49.32199999999998,-49.74418539999998,9934.343486741334,1.0,9984.087672141333,0.03981579620030932,1631238060.0,2021-09-10 00:05:00+00:00,2021-09-10 00:06:00+00:00,2021-09-10 01:40:00+00:00,2021-09-10 01:41:00+00:00,1.2272806814933892,1.0831698531393328,2021-09-11 00:00:00+00:00,0.06606082142812697,-1.0109421589702752,stop,minute interval; not exact exchange fill
8,846726.0,846943.0,-1.0,375.0,1.0599,1.0514000000000001,0.19873125000000003,0.19713750000000002,0.0,3.1874999999999822,2.7916312499999822,9937.135117991334,2.0,9934.343486741334,0.04000893471525976,1631331840.0,2021-09-11 00:05:00+00:00,2021-09-11 00:06:00+00:00,2021-09-11 03:43:00+00:00,2021-09-11 03:44:00+00:00,1.1906318645942169,1.0511168985561214,2021-09-12 00:00:00+00:00,0.06718409066634817,0.05694365350870447,target,minute interval; not exact exchange fill
9,848166.0,848185.0,-1.0,349.0,1.0778,1.0755000000000001,0.18807610000000002,0.18767475000000003,0.0,0.8026999999999891,0.4269491499999891,9937.562067141334,2.0,9937.135117991334,0.037853183592016455,1631406360.0,2021-09-12 00:05:00+00:00,2021-09-12 00:06:00+00:00,2021-09-12 00:25:00+00:00,2021-09-12 00:26:00+00:00,1.2181025049671537,1.075251430734214,2021-09-13 00:00:00+00:00,0.01816481656106361,0.008719373900604049,target,minute interval; not exact exchange fill
10,849606.0,849633.0,-1.0,357.0,1.1267,1.1149,0.20111595000000002,0.19900965,0.0,4.212600000000012,3.8124744000000117,9941.374541541334,2.0,9937.562067141334,0.04047591323529787,1631493240.0,2021-09-13 00:05:00+00:00,2021-09-13 00:06:00+00:00,2021-09-13 00:33:00+00:00,2021-09-13 00:34:00+00:00,1.2638402956252726,1.1146652365546676,2021-09-14 00:00:00+00:00,0.08775512252224278,0.07787062111328893,target,minute interval; not exact exchange fill
11,851046.0,851048.0,-1.0,369.0,1.0654000000000001,1.0613000000000001,0.19656630000000003,0.19580985,0.0,1.5128999999999972,1.1205238499999972,9942.495065391335,2.0,9941.374541541334,0.039545094932018104,1631578140.0,2021-09-14 00:05:00+00:00,2021-09-14 00:06:00+00:00,2021-09-14 00:08:00+00:00,2021-09-14 00:09:00+00:00,1.1982172824954533,1.0610130567329459,2021-09-15 00:00:00+00:00,0.033029912859453545,0.022863364939754337,target,minute interval; not exact exchange fill
