start,end_exclusive,net_return
2021-09-01,2022-09-01,-0.013226395328978069
2022-09-01,2023-09-01,0.008863268659861756
2023-09-01,2024-09-01,-0.02456547861171332
2024-09-01,2025-09-01,-0.005836432742408526
2025-09-01,2026-09-01,-0.004922870604435192
