end_boundary_utc,return
2022-09-01 00:00:00+00:00,-0.24183662204041922
2022-09-02 00:00:00+00:00,-0.2433439693038194
2022-09-03 00:00:00+00:00,-0.24256774909647694
2022-09-04 00:00:00+00:00,-0.24666245471155301
2022-09-05 00:00:00+00:00,-0.24414137758475374
2022-09-06 00:00:00+00:00,-0.2495708186084925
2022-09-07 00:00:00+00:00,-0.2497432444313209
2022-09-08 00:00:00+00:00,-0.23200216687212472
2022-09-09 00:00:00+00:00,-0.22853734111733004
2022-09-10 00:00:00+00:00,-0.22849800213274096
2022-09-11 00:00:00+00:00,-0.2276635142198966
2022-09-12 00:00:00+00:00,-0.22725066889959766
2022-09-13 00:00:00+00:00,-0.22712520891638355
2022-09-14 00:00:00+00:00,-0.22686080426509558
2022-09-15 00:00:00+00:00,-0.2268358794374712
2022-09-16 00:00:00+00:00,-0.2357552976034094
2022-09-17 00:00:00+00:00,-0.2332939915890868
2022-09-18 00:00:00+00:00,-0.2281715331280757
2022-09-19 00:00:00+00:00,-0.23938433304498818
2022-09-20 00:00:00+00:00,-0.2495304101707818
2022-09-21 00:00:00+00:00,-0.24402466489503216
2022-09-22 00:00:00+00:00,-0.2259388695389023
2022-09-23 00:00:00+00:00,-0.22785002816284394
2022-09-24 00:00:00+00:00,-0.23226950968934446
2022-09-25 00:00:00+00:00,-0.22241858792395008
2022-09-26 00:00:00+00:00,-0.21933801768674543
2022-09-27 00:00:00+00:00,-0.21922857163677667
2022-09-28 00:00:00+00:00,-0.21927214215246538
2022-09-29 00:00:00+00:00,-0.21852399251815535
2022-09-30 00:00:00+00:00,-0.2185868773582189
2022-10-01 00:00:00+00:00,-0.21885196367422044
2022-10-02 00:00:00+00:00,-0.22266803754137732
2022-10-03 00:00:00+00:00,-0.22409143651541663
2022-10-04 00:00:00+00:00,-0.2234397944770421
2022-10-05 00:00:00+00:00,-0.22379063717932102
2022-10-06 00:00:00+00:00,-0.22836293721783918
2022-10-07 00:00:00+00:00,-0.22881927443509864
2022-10-08 00:00:00+00:00,-0.22888341475269824
2022-10-09 00:00:00+00:00,-0.23285830894801196
2022-10-10 00:00:00+00:00,-0.2352465015281875
2022-10-11 00:00:00+00:00,-0.24267129506004403
2022-10-12 00:00:00+00:00,-0.24602376808142334
2022-10-13 00:00:00+00:00,-0.23834616116964213
2022-10-14 00:00:00+00:00,-0.255432751977283
2022-10-15 00:00:00+00:00,-0.25545571102382403
2022-10-16 00:00:00+00:00,-0.25972039884609444
2022-10-17 00:00:00+00:00,-0.2548893409286509
