end_boundary_utc,return
2022-09-01 00:00:00+00:00,-0.045354274831449715
2022-09-02 00:00:00+00:00,-0.04784579637828046
2022-09-03 00:00:00+00:00,-0.046935526569213626
2022-09-04 00:00:00+00:00,-0.05059638216775897
2022-09-05 00:00:00+00:00,-0.05041636763405244
2022-09-06 00:00:00+00:00,-0.052424117704689466
2022-09-07 00:00:00+00:00,-0.050382805398992536
2022-09-08 00:00:00+00:00,-0.04214765689675515
2022-09-09 00:00:00+00:00,-0.045001595197288746
2022-09-10 00:00:00+00:00,-0.04261826136356439
2022-09-11 00:00:00+00:00,-0.03967886937814269
2022-09-12 00:00:00+00:00,-0.04078509733333924
2022-09-13 00:00:00+00:00,-0.03976138588046729
2022-09-14 00:00:00+00:00,-0.047398533199138115
2022-09-15 00:00:00+00:00,-0.05217650424171727
2022-09-16 00:00:00+00:00,-0.052242278988235635
2022-09-17 00:00:00+00:00,-0.054372568777235286
2022-09-18 00:00:00+00:00,-0.050016711837696626
2022-09-19 00:00:00+00:00,-0.04783287006391179
2022-09-20 00:00:00+00:00,-0.05107087325443016
2022-09-21 00:00:00+00:00,-0.04404776801713295
2022-09-22 00:00:00+00:00,-0.04430916061251178
2022-09-23 00:00:00+00:00,-0.04434841118915922
2022-09-24 00:00:00+00:00,-0.04299030964228401
2022-09-25 00:00:00+00:00,-0.0464218837371998
2022-09-26 00:00:00+00:00,-0.04739135722360355
2022-09-27 00:00:00+00:00,-0.052652917990354986
2022-09-28 00:00:00+00:00,-0.0550568762488336
2022-09-29 00:00:00+00:00,-0.057153022203299986
2022-09-30 00:00:00+00:00,-0.056500901180282725
2022-10-01 00:00:00+00:00,-0.05395418325408052
2022-10-02 00:00:00+00:00,-0.050081199308281366
2022-10-03 00:00:00+00:00,-0.047213075695440865
2022-10-04 00:00:00+00:00,-0.04908634082336294
2022-10-05 00:00:00+00:00,-0.05024916659296608
2022-10-06 00:00:00+00:00,-0.05305221476462829
2022-10-07 00:00:00+00:00,-0.05422522568895294
2022-10-08 00:00:00+00:00,-0.05569264770480198
2022-10-09 00:00:00+00:00,-0.0570163967492161
2022-10-10 00:00:00+00:00,-0.05681795658358335
2022-10-11 00:00:00+00:00,-0.05749525214210649
2022-10-12 00:00:00+00:00,-0.05511281481042052
2022-10-13 00:00:00+00:00,-0.056686284865626435
2022-10-14 00:00:00+00:00,-0.052068518846505873
2022-10-15 00:00:00+00:00,-0.048797780669580404
2022-10-16 00:00:00+00:00,-0.048735743610080595
2022-10-17 00:00:00+00:00,-0.04765922711144799
2022-10-18 00:00:00+00:00,-0.04643862355390638
2022-10-19 00:00:00+00:00,-0.0434125806886515
2022-10-20 00:00:00+00:00,-0.043024516366108045
2022-10-21 00:00:00+00:00,-0.04612569419875878
2022-10-22 00:00:00+00:00,-0.04560022375907524
2022-10-23 00:00:00+00:00,-0.04506563253432416
2022-10-24 00:00:00+00:00,-0.050662469438230384
2022-10-25 00:00:00+00:00,-0.0482279642647514
2022-10-26 00:00:00+00:00,-0.04692222193842499
2022-10-27 00:00:00+00:00,-0.04516160653008994
2022-10-28 00:00:00+00:00,-0.05077826201379143
2022-10-29 00:00:00+00:00,-0.04386125355720116
2022-10-30 00:00:00+00:00,-0.05006897544981548
2022-10-31 00:00:00+00:00,-0.05270131592690752
2022-11-01 00:00:00+00:00,-0.05297095380527583
2022-11-02 00:00:00+00:00,-0.05218391633732222
2022-11-03 00:00:00+00:00,-0.0460350987068634
2022-11-04 00:00:00+00:00,-0.04550426045158107
2022-11-05 00:00:00+00:00,-0.050999737888330676
2022-11-06 00:00:00+00:00,-0.0511769084508813
2022-11-07 00:00:00+00:00,-0.054417122010570695
2022-11-08 00:00:00+00:00,-0.05339049784188166
2022-11-09 00:00:00+00:00,-0.04826516238367318
2022-11-10 00:00:00+00:00,-0.044876479998659846
2022-11-11 00:00:00+00:00,-0.048318765687442644
2022-11-12 00:00:00+00:00,-0.046568748956469896
