timestamp,equity,net_return_365_days
2024-10-01 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-02 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-03 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-04 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-05 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-06 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-07 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-08 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-09 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-10 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-11 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-12 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-13 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-14 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-15 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-16 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-17 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-18 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-19 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-20 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-21 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-22 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-23 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-24 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-25 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-26 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-27 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-28 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-29 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-30 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-10-31 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-11-01 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-11-02 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-11-03 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-11-04 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-11-05 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-11-06 00:00:00+00:00,10534.856537982747,0.053485653798274635
2024-11-07 00:00:00+00:00,10862.912907269723,0.08629129072697239
2024-11-08 00:00:00+00:00,11262.744912811755,0.12627449128117552
2024-11-09 00:00:00+00:00,11331.627822661754,0.1331627822661754
2024-11-10 00:00:00+00:00,11331.627822661754,0.1331627822661754
2024-11-11 00:00:00+00:00,11331.627822661754,0.1331627822661754
2024-11-12 00:00:00+00:00,11418.466179361754,0.14184661793617548
2024-11-13 00:00:00+00:00,11171.888643999788,0.11718886439997878
2024-11-14 00:00:00+00:00,11098.218887017521,0.10982188870175214
2024-11-15 00:00:00+00:00,11098.218887017521,0.10982188870175214
2024-11-16 00:00:00+00:00,11098.218887017521,0.10982188870175214
2024-11-17 00:00:00+00:00,11098.218887017521,0.10982188870175214
2024-11-18 00:00:00+00:00,11098.218887017521,0.10982188870175214
2024-11-19 00:00:00+00:00,11098.218887017521,0.10982188870175214
2024-11-20 00:00:00+00:00,11098.218887017521,0.10982188870175214
2024-11-21 00:00:00+00:00,11098.218887017521,0.10982188870175214
2024-11-22 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-11-23 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-11-24 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-11-25 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-11-26 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-11-27 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-11-28 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-11-29 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-11-30 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-01 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-02 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-03 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-04 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-05 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-06 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-07 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-08 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-09 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-10 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-11 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-12 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-13 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-14 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-15 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-16 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-17 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-18 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-19 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-20 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-21 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-22 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-23 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-24 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-25 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-26 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-27 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-28 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-29 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-30 00:00:00+00:00,10877.860818217521,0.08778608182175218
2024-12-31 00:00:00+00:00,10877.860818217521,0.08778608182175218
2025-01-01 00:00:00+00:00,10877.860818217521,0.08778608182175218
2025-01-02 00:00:00+00:00,10877.860818217521,0.08778608182175218
2025-01-03 00:00:00+00:00,10877.860818217521,0.08778608182175218
2025-01-04 00:00:00+00:00,10877.860818217521,0.08778608182175218
2025-01-05 00:00:00+00:00,10877.860818217521,0.08778608182175218
2025-01-06 00:00:00+00:00,10877.860818217521,0.08778608182175218
2025-01-07 00:00:00+00:00,10877.860818217521,0.08778608182175218
2025-01-08 00:00:00+00:00,11045.345947530952,0.10453459475309512
2025-01-09 00:00:00+00:00,11161.89126074375,0.11618912607437504
2025-01-10 00:00:00+00:00,11391.056736733219,0.13910567367332183
2025-01-11 00:00:00+00:00,11334.001340572424,0.13340013405724238
2025-01-12 00:00:00+00:00,11334.001340572424,0.13340013405724238
2025-01-13 00:00:00+00:00,11334.001340572424,0.13340013405724238
2025-01-14 00:00:00+00:00,11334.001340572424,0.13340013405724238
2025-01-15 00:00:00+00:00,11334.001340572424,0.13340013405724238
2025-01-16 00:00:00+00:00,11620.605991559452,0.16206059915594517
2025-01-17 00:00:00+00:00,11266.162673439367,0.1266162673439366
2025-01-18 00:00:00+00:00,11266.162673439367,0.1266162673439366
