origin_utc,open,high,low,close,volume
2010-01-04 14:30:00+00:00,112.37000274658205,113.38999938964844,111.51000213623048,113.33000183105467,118944600
2010-01-05 14:30:00+00:00,113.26000213623048,113.68000030517578,112.8499984741211,113.62999725341795,111579900
2010-01-06 14:30:00+00:00,113.5199966430664,113.98999786376952,113.43000030517578,113.70999908447266,116074400
2010-01-07 14:30:00+00:00,113.5,114.33000183105467,113.18000030517578,114.19000244140624,131091100
2010-01-08 14:30:00+00:00,113.88999938964844,114.62000274658205,113.66000366210938,114.56999969482422,126402800
2010-01-11 14:30:00+00:00,115.08000183105467,115.12999725341795,114.23999786376952,114.7300033569336,106375700
2010-01-12 14:30:00+00:00,113.97000122070312,114.20999908447266,113.22000122070312,113.66000366210938,163333500
2010-01-13 14:30:00+00:00,113.9499969482422,114.94000244140624,113.37000274658205,114.62000274658205,161822000
2010-01-14 14:30:00+00:00,114.48999786376952,115.13999938964844,114.41999816894533,114.93000030517578,115718800
2010-01-15 14:30:00+00:00,114.7300033569336,114.83999633789062,113.1999969482422,113.63999938964844,212283100
2010-01-19 14:30:00+00:00,113.62000274658205,115.12999725341795,113.58999633789062,115.05999755859376,139172700
2010-01-20 14:30:00+00:00,114.27999877929688,114.4499969482422,112.9800033569336,113.88999938964844,216490200
2010-01-21 14:30:00+00:00,113.91999816894533,114.2699966430664,111.55999755859376,111.6999969482422,344859600
2010-01-22 14:30:00+00:00,111.1999969482422,111.73999786376952,109.08999633789062,109.20999908447266,345942400
2010-01-25 14:30:00+00:00,110.20999908447266,110.41000366210938,109.41000366210938,109.7699966430664,186937500
2010-01-26 14:30:00+00:00,109.33999633789062,110.47000122070312,109.04000091552734,109.30999755859376,211168800
2010-01-27 14:30:00+00:00,109.16999816894533,110.08000183105467,108.33000183105467,109.83000183105467,271863600
2010-01-28 14:30:00+00:00,110.19000244140624,110.25,107.91000366210938,108.56999969482422,316104000
2010-01-29 14:30:00+00:00,109.04000091552734,109.8000030517578,107.22000122070312,107.38999938964844,310677600
2010-02-01 14:30:00+00:00,108.1500015258789,109.06999969482422,107.5,109.05999755859376,187865000
2010-02-02 14:30:00+00:00,109.26000213623048,110.58999633789062,108.87999725341795,110.37999725341795,216327900
2010-02-03 14:30:00+00:00,109.87999725341795,110.4800033569336,109.51000213623048,109.83000183105467,172730700
2010-02-04 14:30:00+00:00,108.9800033569336,109.02999877929688,106.41999816894533,106.44000244140624,356715700
2010-02-05 14:30:00+00:00,106.55999755859376,106.87999725341795,104.58000183105467,106.66000366210938,493585800
2010-02-08 14:30:00+00:00,106.73999786376952,107.33000183105467,105.80999755859376,105.88999938964844,224166900
2010-02-09 14:30:00+00:00,107.12999725341795,108.1500015258789,106.2699966430664,107.22000122070312,337820500
2010-02-10 14:30:00+00:00,107.0500030517578,107.5999984741211,106.11000061035156,107.01000213623048,240511500
2010-02-11 14:30:00+00:00,106.87000274658205,108.25,106.25,108.12999725341795,223591600
2010-02-12 14:30:00+00:00,106.98999786376952,108.0999984741211,106.51000213623048,108.04000091552734,304622100
2010-02-16 14:30:00+00:00,108.86000061035156,109.8499984741211,107.81999969482422,109.73999786376952,159317500
2010-02-17 14:30:00+00:00,110.2699966430664,110.41000366210938,109.73999786376952,110.26000213623048,168845100
2010-02-18 14:30:00+00:00,110.08000183105467,111.13999938964844,110.04000091552734,110.91000366210938,193708600
