end_exclusive_utc,net_return
2022-09-01 00:00:00+00:00,1.6423483260738023
2022-09-02 00:00:00+00:00,1.6423483260738023
2022-09-03 00:00:00+00:00,1.6423483260738023
2022-09-04 00:00:00+00:00,1.6423483260738023
2022-09-05 00:00:00+00:00,1.6423483260738023
2022-09-06 00:00:00+00:00,1.752417702862159
2022-09-07 00:00:00+00:00,1.7207165174942944
2022-09-08 00:00:00+00:00,1.3467826920696195
2022-09-09 00:00:00+00:00,0.9990683209147393
2022-09-10 00:00:00+00:00,0.9207555634986184
2022-09-11 00:00:00+00:00,0.7117007830009889
2022-09-12 00:00:00+00:00,0.6798229370702915
2022-09-13 00:00:00+00:00,0.7217031805976799
2022-09-14 00:00:00+00:00,0.6639901088819318
2022-09-15 00:00:00+00:00,0.7353487372526757
2022-09-16 00:00:00+00:00,0.7484653925201774
2022-09-17 00:00:00+00:00,0.7484653925201774
2022-09-18 00:00:00+00:00,0.7484653925201774
2022-09-19 00:00:00+00:00,0.7065231811142745
2022-09-20 00:00:00+00:00,0.6628878572720256
2022-09-21 00:00:00+00:00,0.6628878572720256
2022-09-22 00:00:00+00:00,0.7321755812093054
2022-09-23 00:00:00+00:00,0.6671936642785659
2022-09-24 00:00:00+00:00,0.693105361014682
2022-09-25 00:00:00+00:00,0.829265932372006
2022-09-26 00:00:00+00:00,0.7814093188581981
2022-09-27 00:00:00+00:00,0.8527791428673497
2022-09-28 00:00:00+00:00,0.8527791428673497
2022-09-29 00:00:00+00:00,0.7154097674224447
2022-09-30 00:00:00+00:00,0.6862195052359326
2022-10-01 00:00:00+00:00,0.7952316500401022
2022-10-02 00:00:00+00:00,0.7167759561879607
2022-10-03 00:00:00+00:00,0.7167759561879607
2022-10-04 00:00:00+00:00,0.7167759561879607
2022-10-05 00:00:00+00:00,0.7167759561879607
2022-10-06 00:00:00+00:00,0.7167759561879607
2022-10-07 00:00:00+00:00,0.5453977118458486
2022-10-08 00:00:00+00:00,0.5365122229421004
2022-10-09 00:00:00+00:00,0.4724920332033056
2022-10-10 00:00:00+00:00,0.4724920332033056
2022-10-11 00:00:00+00:00,0.4724920332033056
2022-10-12 00:00:00+00:00,0.4724920332033056
2022-10-13 00:00:00+00:00,0.4724920332033056
2022-10-14 00:00:00+00:00,0.36647605331845234
2022-10-15 00:00:00+00:00,0.36494721920716167
2022-10-16 00:00:00+00:00,0.3742465794274521
2022-10-17 00:00:00+00:00,0.3742465794274521
2022-10-18 00:00:00+00:00,0.41150240610888233
2022-10-19 00:00:00+00:00,0.44113580062528834
2022-10-20 00:00:00+00:00,0.40454216821236133
2022-10-21 00:00:00+00:00,0.3442773390337779
2022-10-22 00:00:00+00:00,0.3442773390337779
2022-10-23 00:00:00+00:00,0.3442773390337779
2022-10-24 00:00:00+00:00,0.3442773390337779
2022-10-25 00:00:00+00:00,0.3442773390337779
2022-10-26 00:00:00+00:00,0.29051794280435983
2022-10-27 00:00:00+00:00,0.29051794280435983
2022-10-28 00:00:00+00:00,0.3445898672303178
2022-10-29 00:00:00+00:00,0.1897552462575376
2022-10-30 00:00:00+00:00,0.1897552462575376
2022-10-31 00:00:00+00:00,0.1897552462575376
2022-11-01 00:00:00+00:00,0.1897552462575376
2022-11-02 00:00:00+00:00,0.1897552462575376
2022-11-03 00:00:00+00:00,0.1897552462575376
2022-11-04 00:00:00+00:00,0.1897552462575376
2022-11-05 00:00:00+00:00,0.1420146828565796
2022-11-06 00:00:00+00:00,0.1420146828565796
2022-11-07 00:00:00+00:00,0.1420146828565796
2022-11-08 00:00:00+00:00,0.1420146828565796
2022-11-09 00:00:00+00:00,0.05742257171732934
2022-11-10 00:00:00+00:00,0.1066765599942332
2022-11-11 00:00:00+00:00,0.14890548177290186
2022-11-12 00:00:00+00:00,0.27560711259693904
2022-11-13 00:00:00+00:00,0.27560711259693904
2022-11-14 00:00:00+00:00,0.27560711259693904
2022-11-15 00:00:00+00:00,0.27560711259693904
2022-11-16 00:00:00+00:00,0.27560711259693904
2022-11-17 00:00:00+00:00,0.27560711259693904
2022-11-18 00:00:00+00:00,0.3285844167356915
2022-11-19 00:00:00+00:00,0.23470925811282695
2022-11-20 00:00:00+00:00,0.3524066275668001
2022-11-21 00:00:00+00:00,0.3524066275668001
2022-11-22 00:00:00+00:00,0.3524066275668001
2022-11-23 00:00:00+00:00,0.3524066275668001
2022-11-24 00:00:00+00:00,0.33805729112025795
2022-11-25 00:00:00+00:00,0.4093942723353188
2022-11-26 00:00:00+00:00,0.4093942723353188
2022-11-27 00:00:00+00:00,0.2057888157876342
2022-11-28 00:00:00+00:00,0.2057888157876342
2022-11-29 00:00:00+00:00,0.24038202487266913
2022-11-30 00:00:00+00:00,0.26153282314661097
2022-12-01 00:00:00+00:00,0.3214628620281097
2022-12-02 00:00:00+00:00,0.3214628620281097
2022-12-03 00:00:00+00:00,0.3214628620281097
2022-12-04 00:00:00+00:00,0.3214628620281097
2022-12-05 00:00:00+00:00,0.34956140345254894
2022-12-06 00:00:00+00:00,0.3762102106246461
2022-12-07 00:00:00+00:00,0.30426853422720135
2022-12-08 00:00:00+00:00,0.3184253817576006
2022-12-09 00:00:00+00:00,0.27696861628934544
2022-12-10 00:00:00+00:00,0.3219118861207506
2022-12-11 00:00:00+00:00,0.3219118861207506
2022-12-12 00:00:00+00:00,0.3228954410205396
2022-12-13 00:00:00+00:00,0.35856997437836235
2022-12-14 00:00:00+00:00,0.36066365189080996
2022-12-15 00:00:00+00:00,0.3429276708012534
2022-12-16 00:00:00+00:00,0.3297150143552432
2022-12-17 00:00:00+00:00,0.3297150143552432
2022-12-18 00:00:00+00:00,0.3297150143552432
2022-12-19 00:00:00+00:00,0.3297150143552432
2022-12-20 00:00:00+00:00,0.3297150143552432
2022-12-21 00:00:00+00:00,0.3297150143552432
2022-12-22 00:00:00+00:00,0.3297150143552432
2022-12-23 00:00:00+00:00,0.3297150143552432
2022-12-24 00:00:00+00:00,0.3297150143552432
2022-12-25 00:00:00+00:00,0.3297150143552432
2022-12-26 00:00:00+00:00,0.3297150143552432
2022-12-27 00:00:00+00:00,0.3297150143552432
2022-12-28 00:00:00+00:00,0.3297150143552432
2022-12-29 00:00:00+00:00,0.3742979005567315
2022-12-30 00:00:00+00:00,0.3742979005567315
2022-12-31 00:00:00+00:00,0.37602787050174613
2023-01-01 00:00:00+00:00,0.39611386978940266
2023-01-02 00:00:00+00:00,0.3572863666933237
2023-01-03 00:00:00+00:00,0.30606900604693577
2023-01-04 00:00:00+00:00,0.4256468593171574
2023-01-05 00:00:00+00:00,0.4256468593171574
2023-01-06 00:00:00+00:00,0.4256468593171574
2023-01-07 00:00:00+00:00,0.46996308413455723
2023-01-08 00:00:00+00:00,0.4377056509129833
2023-01-09 00:00:00+00:00,0.3638905597452582
2023-01-10 00:00:00+00:00,0.4067016666363841
2023-01-11 00:00:00+00:00,0.3620123432336264
2023-01-12 00:00:00+00:00,0.2804368632269849
2023-01-13 00:00:00+00:00,0.21749884561896482
2023-01-14 00:00:00+00:00,0.21187298004180932
2023-01-15 00:00:00+00:00,0.21187298004180932
2023-01-16 00:00:00+00:00,0.21187298004180932
2023-01-17 00:00:00+00:00,0.21187298004180932
2023-01-18 00:00:00+00:00,0.21187298004180932
2023-01-19 00:00:00+00:00,0.21187298004180932
2023-01-20 00:00:00+00:00,0.21187298004180932
2023-01-21 00:00:00+00:00,0.1883183042303307
2023-01-22 00:00:00+00:00,0.1883183042303307
2023-01-23 00:00:00+00:00,0.28050192152936715
2023-01-24 00:00:00+00:00,0.33433317161199216
2023-01-25 00:00:00+00:00,0.43304966778191134
2023-01-26 00:00:00+00:00,0.4458950991181454
2023-01-27 00:00:00+00:00,0.4458950991181454
2023-01-28 00:00:00+00:00,0.45619179390660203
2023-01-29 00:00:00+00:00,0.3652236141260723
2023-01-30 00:00:00+00:00,0.31318951837075004
2023-01-31 00:00:00+00:00,0.3315995083316232
2023-02-01 00:00:00+00:00,0.36523188331229317
2023-02-02 00:00:00+00:00,0.36523188331229317
2023-02-03 00:00:00+00:00,0.4132620431078491
2023-02-04 00:00:00+00:00,0.5363658129501705
2023-02-05 00:00:00+00:00,0.5363658129501705
2023-02-06 00:00:00+00:00,0.5363658129501705
2023-02-07 00:00:00+00:00,0.5363658129501705
2023-02-08 00:00:00+00:00,0.5363658129501705
2023-02-09 00:00:00+00:00,0.5363658129501705
2023-02-10 00:00:00+00:00,0.5363658129501705
2023-02-11 00:00:00+00:00,0.5363658129501705
2023-02-12 00:00:00+00:00,0.5363658129501705
2023-02-13 00:00:00+00:00,0.5363658129501705
2023-02-14 00:00:00+00:00,0.5363658129501705
2023-02-15 00:00:00+00:00,0.541534309344831
2023-02-16 00:00:00+00:00,0.5945554076963098
2023-02-17 00:00:00+00:00,0.5945554076963098
2023-02-18 00:00:00+00:00,0.6000129259299256
2023-02-19 00:00:00+00:00,0.6636615322392951
2023-02-20 00:00:00+00:00,0.6519068652452533
2023-02-21 00:00:00+00:00,0.6326139339989605
2023-02-22 00:00:00+00:00,0.7730192159800993
2023-02-23 00:00:00+00:00,0.7319272031813429
2023-02-24 00:00:00+00:00,0.7877368978919952
2023-02-25 00:00:00+00:00,0.7856442555521752
2023-02-26 00:00:00+00:00,0.8675308644762787
2023-02-27 00:00:00+00:00,0.8675308644762787
2023-02-28 00:00:00+00:00,0.9411880607552348
2023-03-01 00:00:00+00:00,0.9411880607552348
2023-03-02 00:00:00+00:00,0.8776373766405186
2023-03-03 00:00:00+00:00,0.8869348872606957
2023-03-04 00:00:00+00:00,0.8030241166323022
2023-03-05 00:00:00+00:00,0.8080966279209476
2023-03-06 00:00:00+00:00,0.7786933739034263
2023-03-07 00:00:00+00:00,0.7786933739034263
2023-03-08 00:00:00+00:00,0.7533920093479956
2023-03-09 00:00:00+00:00,0.5360062690039535
2023-03-10 00:00:00+00:00,0.5360062690039535
2023-03-11 00:00:00+00:00,0.42156302104166365
2023-03-12 00:00:00+00:00,0.42156302104166365
2023-03-13 00:00:00+00:00,0.5815049373973389
2023-03-14 00:00:00+00:00,0.6420131756778125
2023-03-15 00:00:00+00:00,0.5378148226295059
2023-03-16 00:00:00+00:00,0.5378148226295059
2023-03-17 00:00:00+00:00,0.5378148226295059
2023-03-18 00:00:00+00:00,0.42742768253431174
2023-03-19 00:00:00+00:00,0.3449955989348452
2023-03-20 00:00:00+00:00,0.34561333116980464
2023-03-21 00:00:00+00:00,0.3474326221021613
2023-03-22 00:00:00+00:00,0.3561487128306551
2023-03-23 00:00:00+00:00,0.31418775032465307
2023-03-24 00:00:00+00:00,0.31418775032465307
2023-03-25 00:00:00+00:00,0.27675201953934314
2023-03-26 00:00:00+00:00,0.2870488095888426
2023-03-27 00:00:00+00:00,0.2244649104634182
2023-03-28 00:00:00+00:00,0.2244649104634182
2023-03-29 00:00:00+00:00,0.19183275885014206
2023-03-30 00:00:00+00:00,0.2749239269554238
2023-03-31 00:00:00+00:00,0.2749239269554238
