trade_id,entry_index,exit_index,side,quantity,entry_price,exit_price,entry_fee,exit_fee,funding_paid,gross_pnl,net_pnl,balance_after,reason_code,equity_before,entry_leverage,exit_epoch_upper_bound,signal_available_utc,entry_utc,exit_bar_open_utc,exit_utc_upper_bound,exit_reason,initial_stop_price,absolute_target,target_R_at_fill,timestamp_precision
1,877370.0,877952.0,1.0,2.755,3531.46,3665.2000000000003,4.86458615,5.048813,1.95590534111018,368.45370000000065,356.5843955088905,10356.584395508891,2.0,10000.0,0.97291723,1630513980.0,2021-09-01T06:50:00Z,2021-09-01T06:50:00Z,2021-09-01T16:32:00Z,2021-09-01T16:33:00Z,target,3463.8532854298883,3665.9362444815583,1.9890959845726408,"simulated minute open / intraminute exit interval, not exact tick"
2,880385.0,881825.0,1.0,2.6,3914.82,3937.94,5.089266,5.119322,21.901842961733422,60.11199999999972,28.001569038266297,10384.585964547157,4.0,10356.584395508891,0.982807807216238,1630746300.0,2021-09-03T09:05:00Z,2021-09-03T09:05:00Z,2021-09-04T09:05:00Z,2021-09-04T09:05:00Z,timeout,3840.665479067926,4062.2675981439397,1.988383126080763,"simulated minute open / intraminute exit interval, not exact tick"
3,888385.0,888496.0,1.0,2.615,3548.5,3473.39,4.63966375,4.541457425000001,0.9147296150000003,-196.41265000000035,-206.50850079000037,10178.077463757156,1.0,10384.585964547157,0.8935674018857859,1631146620.0,2021-09-08T22:25:00Z,2021-09-08T22:25:00Z,2021-09-09T00:16:00Z,2021-09-09T00:17:00Z,stop,3474.094468774653,3696.3420616649887,1.9869767640960576,"simulated minute open / intraminute exit interval, not exact tick"
4,892105.0,892737.0,1.0,2.537,3327.2200000000003,3251.03,4.220578570000001,4.123931555,0.8399064741151361,-193.29403000000013,-202.47844659911527,9975.59901715804,1.0,10178.077463757156,0.8293469144892925,1631401080.0,2021-09-11T12:25:00Z,2021-09-11T12:25:00Z,2021-09-11T22:57:00Z,2021-09-11T22:58:00Z,stop,3251.6860501967676,3477.5874791675596,1.9907270778142743,"simulated minute open / intraminute exit interval, not exact tick"
5,893300.0,894053.0,1.0,2.431,3403.9300000000003,3326.01,4.137476915000001,4.0427651550000006,0.830959558,-189.42352000000017,-198.43472162800018,9777.16429553004,1.0,9975.59901715804,0.8295194920893544,1631480040.0,2021-09-12T08:20:00Z,2021-09-12T08:20:00Z,2021-09-12T20:53:00Z,2021-09-12T20:54:00Z,stop,3326.6775273895933,3557.7240799084398,1.990798154565752,"simulated minute open / intraminute exit interval, not exact tick"
6,894180.0,894388.0,1.0,1.969,3381.17,3303.77,3.3287618650000006,3.252561565,0.6704527219060441,-152.4006000000002,-159.65237615190622,9617.511919378134,1.0,9777.16429553004,0.680925831740775,1631500140.0,2021-09-12T23:00:00Z,2021-09-12T23:00:00Z,2021-09-13T02:28:00Z,2021-09-13T02:29:00Z,stop,3304.43406747021,3533.9309997472064,1.990736213284453,"simulated minute open / intraminute exit interval, not exact tick"
7,897055.0,898325.0,1.0,2.25,3416.69,3576.2400000000002,3.84377625,4.02327,2.3256796008240004,358.9875000000004,348.79477414917636,9966.30669352731,2.0,9617.511919378134,0.7993286168442904,1631736360.0,2021-09-14T22:55:00Z,2021-09-14T22:55:00Z,2021-09-15T20:05:00Z,2021-09-15T20:06:00Z,target,3336.0104968129526,3576.9598906022143,1.9865007129585806,"simulated minute open / intraminute exit interval, not exact tick"
8,898340.0,899780.0,1.0,2.236,3568.2000000000003,3565.55,3.9892476000000006,3.9862849000000007,2.4300572463064043,-5.925400000000204,-16.33098974630661,9949.975703781001,4.0,9966.30669352731,0.8005468269586459,1631823600.0,2021-09-15T20:20:00Z,2021-09-15T20:20:00Z,2021-09-16T20:20:00Z,2021-09-16T20:20:00Z,timeout,3484.073016009718,3735.700017289195,1.9910379445974522,"simulated minute open / intraminute exit interval, not exact tick"
9,901945.0,902457.0,1.0,2.199,3529.7200000000003,3443.5,3.88092714,3.78612825,0.764442768,-189.59778000000054,-198.02927815800055,9751.946425623,1.0,9949.975703781001,0.7800877621289554,1631984280.0,2021-09-18T08:25:00Z,2021-09-18T08:25:00Z,2021-09-18T16:57:00Z,2021-09-18T16:58:00Z,stop,3444.1950922436054,3700.014924397582,1.9911734354936952,"simulated minute open / intraminute exit interval, not exact tick"
10,905780.0,905851.0,-1.0,2.604,2851.62,2923.09,3.7128092400000003,3.8058631800000002,0.0,-186.10788000000068,-193.62655242000068,9558.319873203,1.0,9751.946425623,0.7614498845573402,1632187920.0,2021-09-21T00:20:00Z,2021-09-21T00:20:00Z,2021-09-21T01:31:00Z,2021-09-21T01:32:00Z,stop,2922.502386380139,2710.406393254759,1.9922242175639924,"simulated minute open / intraminute exit interval, not exact tick"
